subject,sex,age,condition,manipcheck,pity.target,envy.target,pityAD,pityC,envyAD,envyC
1876,male,31,Aptitude EnvyAD,Attitude,7,6,NA,NA,6,NA
1877,female,28,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1878,female,59,Attitude PityC,Attitude,5,5,NA,3,NA,NA
1879,male,21,Aptitude EnvyC,Aptitude,7,6,NA,NA,NA,3
1880,male,49,Aptitude PityC,Aptitude,5,5,NA,4,NA,NA
1881,female,75,Attitude EnvyC,Aptitude,7,7,NA,NA,NA,3
1882,male,58,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1883,male,NA,Aptitude EnvyAD,Aptitude,7,5,NA,NA,2,NA
1884,male,41,Aptitude PityAD,Attitude,6,6,4,NA,NA,NA
1885,female,36,Attitude EnvyAD,Attitude,6,3,NA,NA,2,NA
1886,male,34,Attitude EnvyC,Aptitude,3,6,NA,NA,NA,5
1887,female,25,Attitude EnvyC,Aptitude,6,6,NA,NA,NA,2
1888,male,56,Attitude PityC,Aptitude,5,5,NA,3,NA,NA
1889,male,40,Aptitude EnvyC,Aptitude,4,6,NA,NA,NA,5
1890,female,42,Attitude PityAD,Attitude,7,3,5,NA,NA,NA
1891,male,34,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,3
1892,male,30,Aptitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1893,male,23,Aptitude PityAD,Aptitude,3,6,3,NA,NA,NA
1894,male,45,Attitude PityAD,Attitude,5,6,3,NA,NA,NA
1895,female,31,Attitude Baseline,Attitude,6,5,NA,NA,NA,NA
1896,male,18,Attitude PityC,Aptitude,6,4,NA,2,NA,NA
1897,male,37,Aptitude PityC,Aptitude,4,4,NA,2,NA,NA
1898,female,27,Aptitude EnvyAD,Aptitude,5,7,NA,NA,3,NA
1899,female,33,Aptitude Baseline,Aptitude,6,5,NA,NA,NA,NA
1900,male,23,Attitude EnvyC,Attitude,2,7,NA,NA,NA,5
1901,male,35,Aptitude PityAD,Aptitude,4,4,4,NA,NA,NA
1902,male,34,Attitude PityC,Aptitude,5,7,NA,3,NA,NA
1903,male,36,Attitude EnvyAD,Attitude,6,3,NA,NA,2,NA
1904,male,29,Attitude PityAD,Attitude,5,5,7,NA,NA,NA
1905,male,27,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,6
1906,female,44,Aptitude EnvyAD,Aptitude,5,6,NA,NA,5,NA
1907,female,27,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1908,male,61,Aptitude PityC,Aptitude,3,6,NA,1,NA,NA
1909,male,53,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1910,female,29,Aptitude EnvyC,Aptitude,3,7,NA,NA,NA,5
1911,female,24,Attitude PityC,Aptitude,6,6,NA,1,NA,NA
1912,male,25,Aptitude EnvyAD,Attitude,4,6,NA,NA,5,NA
1913,female,26,Attitude PityAD,Aptitude,7,7,5,NA,NA,NA
1914,female,41,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,2
1915,female,29,Attitude EnvyAD,Aptitude,6,6,NA,NA,5,NA
1916,male,26,Aptitude PityAD,Aptitude,5,7,3,NA,NA,NA
1917,female,50,Aptitude PityAD,Aptitude,7,5,5,NA,NA,NA
1918,male,44,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1919,male,33,Aptitude EnvyAD,Attitude,5,5,NA,NA,6,NA
1920,male,24,Attitude EnvyC,Attitude,7,3,NA,NA,NA,1
1921,female,53,Aptitude Baseline,Aptitude,6,7,NA,NA,NA,NA
1922,male,34,Attitude PityAD,Aptitude,5,5,5,NA,NA,NA
1923,female,36,Aptitude PityC,Aptitude,6,6,NA,1,NA,NA
1924,male,27,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1925,female,38,Attitude PityC,Aptitude,6,3,NA,2,NA,NA
1926,other,32,Attitude Baseline,Aptitude,5,5,NA,NA,NA,NA
1927,female,26,Aptitude PityAD,Aptitude,6,5,4,NA,NA,NA
1928,male,19,Attitude PityC,Aptitude,5,7,NA,2,NA,NA
1929,male,23,Aptitude EnvyC,Aptitude,5,5,NA,NA,NA,3
1930,female,24,Attitude PityAD,Aptitude,6,6,6,NA,NA,NA
1931,female,34,Aptitude Baseline,Aptitude,6,5,NA,NA,NA,NA
1932,male,38,Aptitude EnvyC,Aptitude,3,7,NA,NA,NA,1
1933,female,63,Attitude PityAD,Aptitude,7,4,7,NA,NA,NA
1934,female,28,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1935,female,22,Attitude EnvyAD,Aptitude,5,7,NA,NA,2,NA
1936,male,21,Attitude EnvyC,Aptitude,3,5,NA,NA,NA,5
1937,female,52,Aptitude EnvyAD,Aptitude,5,6,NA,NA,3,NA
1938,female,27,Aptitude Baseline,Aptitude,4,5,NA,NA,NA,NA
1939,male,26,Attitude EnvyAD,Attitude,7,5,NA,NA,2,NA
1940,female,32,Attitude EnvyC,Attitude,5,4,NA,NA,NA,2
1941,female,26,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
1942,male,41,Attitude PityC,Aptitude,5,6,NA,3,NA,NA
1943,female,31,Aptitude PityAD,Aptitude,5,6,3,NA,NA,NA
1944,male,27,Attitude Baseline,Attitude,5,4,NA,NA,NA,NA
1945,male,33,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,2
1946,male,30,Attitude EnvyAD,Aptitude,5,6,NA,NA,7,NA
1947,male,35,Aptitude PityAD,Aptitude,7,4,5,NA,NA,NA
1948,male,34,Aptitude EnvyAD,Aptitude,4,7,NA,NA,1,NA
1949,female,28,Attitude PityAD,Attitude,7,4,5,NA,NA,NA
1950,male,35,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,3
1951,male,30,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,7
1952,female,30,Attitude EnvyC,Aptitude,2,6,NA,NA,NA,3
1953,male,44,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1954,female,28,Aptitude EnvyAD,Aptitude,6,7,NA,NA,5,NA
1955,female,28,Attitude PityC,Attitude,5,3,NA,2,NA,NA
1956,female,25,Aptitude PityC,Aptitude,7,5,NA,2,NA,NA
1957,male,38,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1958,male,28,Attitude Baseline,Attitude,6,6,NA,NA,NA,NA
1959,female,25,Aptitude PityAD,Aptitude,6,5,5,NA,NA,NA
1960,male,34,Attitude EnvyC,Aptitude,6,7,NA,NA,NA,2
1961,female,41,Attitude PityAD,Attitude,7,5,3,NA,NA,NA
1962,male,28,Attitude EnvyAD,Attitude,5,2,NA,NA,6,NA
1963,male,31,Aptitude Baseline,Aptitude,4,7,NA,NA,NA,NA
1964,female,30,Attitude EnvyC,Attitude,7,5,NA,NA,NA,1
1965,female,26,Aptitude PityC,Aptitude,5,7,NA,2,NA,NA
1966,male,65,Aptitude Baseline,Aptitude,4,7,NA,NA,NA,NA
1967,female,26,Aptitude PityC,Aptitude,6,6,NA,4,NA,NA
1968,male,23,Attitude PityAD,Attitude,5,5,5,NA,NA,NA
1969,female,23,Aptitude EnvyAD,Aptitude,6,7,NA,NA,3,NA
1970,male,25,Attitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
1971,male,41,Aptitude PityAD,Aptitude,6,5,5,NA,NA,NA
1972,female,26,Aptitude EnvyC,Aptitude,6,6,NA,NA,NA,3
1973,male,23,Attitude PityC,Aptitude,5,7,NA,1,NA,NA
1974,male,32,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1975,female,32,Aptitude EnvyAD,Aptitude,7,3,NA,NA,3,NA
1976,male,30,Attitude Baseline,Aptitude,4,4,NA,NA,NA,NA
1977,male,30,Aptitude Baseline,Attitude,6,3,NA,NA,NA,NA
1978,male,22,Attitude EnvyAD,Aptitude,5,3,NA,NA,3,NA
1979,female,22,Attitude PityC,Attitude,6,3,NA,5,NA,NA
1980,female,26,Aptitude EnvyC,Aptitude,5,3,NA,NA,NA,6
1981,male,25,Aptitude PityAD,Aptitude,5,6,2,NA,NA,NA
1982,female,32,Aptitude EnvyAD,Aptitude,5,5,NA,NA,3,NA
1983,female,49,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,3
1984,female,28,Aptitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1985,male,31,Attitude PityAD,Attitude,6,6,7,NA,NA,NA
1986,male,28,Aptitude PityC,Aptitude,6,6,NA,6,NA,NA
1987,male,22,Attitude Baseline,Attitude,5,5,NA,NA,NA,NA
1988,female,26,Aptitude EnvyC,Aptitude,7,7,NA,NA,NA,5
1989,female,41,Attitude EnvyC,Aptitude,6,6,NA,NA,NA,3
1990,female,36,Attitude PityC,Attitude,5,6,NA,3,NA,NA
1991,female,67,Aptitude PityAD,Aptitude,3,6,3,NA,NA,NA
1992,female,34,Attitude PityAD,Aptitude,6,6,6,NA,NA,NA
1993,male,20,Aptitude EnvyAD,Aptitude,7,3,NA,NA,2,NA
1994,female,37,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1995,male,28,Attitude Baseline,Aptitude,6,6,NA,NA,NA,NA
1996,female,27,Attitude PityAD,Attitude,6,3,5,NA,NA,NA
1997,female,35,Attitude PityC,Aptitude,6,7,NA,2,NA,NA
1998,male,41,Attitude EnvyAD,Attitude,6,3,NA,NA,2,NA
1999,female,24,Attitude EnvyC,Attitude,6,5,NA,NA,NA,3
2000,male,25,Aptitude EnvyC,Aptitude,1,3,NA,NA,NA,7
2001,male,29,Attitude EnvyAD,Attitude,7,5,NA,NA,2,NA
2002,female,26,Aptitude EnvyC,Aptitude,3,7,NA,NA,NA,6
2003,female,53,Attitude EnvyC,Aptitude,4,5,NA,NA,NA,3
2004,female,36,Attitude PityAD,Aptitude,5,7,2,NA,NA,NA
2005,female,30,Attitude PityC,Aptitude,5,6,NA,1,NA,NA
2006,male,28,Attitude Baseline,Aptitude,6,7,NA,NA,NA,NA
2007,male,25,Aptitude PityAD,Aptitude,6,7,5,NA,NA,NA
2008,female,34,Aptitude Baseline,Aptitude,2,6,NA,NA,NA,NA
2009,male,18,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
2010,male,22,Attitude Baseline,Aptitude,5,4,NA,NA,NA,NA
2011,male,46,Aptitude EnvyC,Aptitude,3,6,NA,NA,NA,5
2012,male,25,Aptitude EnvyAD,Aptitude,1,7,NA,NA,1,NA
2013,female,20,Attitude PityAD,Attitude,7,3,5,NA,NA,NA
2014,male,32,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
2015,male,22,Attitude EnvyC,Attitude,3,7,NA,NA,NA,5
2016,female,42,Aptitude PityC,Attitude,7,7,NA,1,NA,NA
2017,female,37,Aptitude Baseline,Aptitude,3,5,NA,NA,NA,NA
2018,female,31,Aptitude EnvyC,Aptitude,2,5,NA,NA,NA,4
2019,male,31,Aptitude PityAD,Attitude,4,4,4,NA,NA,NA
2020,male,36,Attitude PityC,Attitude,5,6,NA,2,NA,NA
2021,male,37,Attitude EnvyAD,Attitude,7,4,NA,NA,2,NA
2022,male,24,Attitude EnvyC,Attitude,5,7,NA,NA,NA,3
2023,female,59,Attitude PityC,Attitude,4,6,NA,2,NA,NA
2024,female,25,Attitude PityAD,Aptitude,5,7,3,NA,NA,NA
2025,male,30,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
2026,male,33,Aptitude PityC,Aptitude,5,7,NA,2,NA,NA
2027,female,37,Attitude PityC,Attitude,6,1,NA,3,NA,NA
2028,other,19,Attitude Baseline,Attitude,5,4,NA,NA,NA,NA
2029,male,38,Aptitude PityC,Aptitude,5,6,NA,3,NA,NA
2030,male,39,Aptitude EnvyAD,Aptitude,3,6,NA,NA,2,NA
2031,male,24,Aptitude PityAD,Aptitude,3,7,1,NA,NA,NA
2032,female,35,Aptitude Baseline,Aptitude,6,5,NA,NA,NA,NA
2033,male,31,Attitude EnvyC,Aptitude,2,5,NA,NA,NA,7
2034,male,25,Aptitude PityC,Attitude,5,5,NA,4,NA,NA
2035,male,30,Aptitude PityAD,Attitude,6,5,4,NA,NA,NA
2036,male,28,Aptitude EnvyC,Aptitude,6,7,NA,NA,NA,3
2037,male,29,Attitude EnvyAD,Aptitude,3,7,NA,NA,5,NA
2038,male,34,Attitude PityAD,Attitude,6,6,6,NA,NA,NA
2039,male,23,Aptitude EnvyC,Attitude,1,6,NA,NA,NA,6
2040,female,55,Aptitude EnvyAD,Aptitude,6,5,NA,NA,5,NA
2041,male,31,Attitude EnvyC,Attitude,5,6,NA,NA,NA,3
2042,male,19,Attitude PityC,Aptitude,5,6,NA,5,NA,NA
2043,male,38,Attitude PityAD,Attitude,6,5,5,NA,NA,NA
2044,female,29,Attitude Baseline,Attitude,4,5,NA,NA,NA,NA
2045,female,33,Attitude EnvyAD,Attitude,7,6,NA,NA,6,NA
2046,female,34,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,5
2047,female,27,Aptitude PityC,Aptitude,6,5,NA,1,NA,NA
2048,female,22,Aptitude PityAD,Attitude,6,5,4,NA,NA,NA
2049,female,22,Attitude PityC,Attitude,6,3,NA,2,NA,NA
2050,male,23,Attitude PityAD,Attitude,5,2,3,NA,NA,NA
2051,male,66,Attitude EnvyC,Aptitude,6,7,NA,NA,NA,5
2052,male,22,Attitude Baseline,Aptitude,3,5,NA,NA,NA,NA
2053,female,24,Aptitude EnvyAD,Attitude,6,6,NA,NA,5,NA
2054,male,26,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
2055,female,22,Attitude Baseline,Attitude,7,6,NA,NA,NA,NA
2056,male,32,Aptitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
2057,male,32,Aptitude PityC,Aptitude,5,6,NA,3,NA,NA
2058,male,21,Aptitude PityAD,Aptitude,5,6,7,NA,NA,NA
2059,female,24,Attitude EnvyC,Aptitude,3,5,NA,NA,NA,2
2060,prefer not to answer,22,Attitude EnvyAD,Attitude,7,4,NA,NA,4,NA
2061,female,27,Aptitude Baseline,Attitude,6,5,NA,NA,NA,NA
2062,male,37,Attitude PityAD,Aptitude,7,3,6,NA,NA,NA
2063,female,45,Aptitude EnvyC,Aptitude,4,7,NA,NA,NA,5
2064,female,49,Aptitude Baseline,Aptitude,4,6,NA,NA,NA,NA
2065,female,26,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
2066,female,27,Aptitude PityAD,Aptitude,5,5,4,NA,NA,NA
2067,male,23,Attitude PityC,Attitude,5,4,NA,3,NA,NA
2068,male,21,Attitude EnvyAD,Attitude,7,5,NA,NA,3,NA
2069,male,24,Attitude EnvyC,Aptitude,6,6,NA,NA,NA,6
2070,male,31,Aptitude EnvyAD,Aptitude,6,6,NA,NA,7,NA
2071,female,29,Attitude PityAD,Attitude,3,4,6,NA,NA,NA
2072,male,25,Attitude PityAD,Aptitude,5,6,3,NA,NA,NA
2073,male,26,Aptitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
2074,female,28,Attitude PityC,Aptitude,6,6,NA,6,NA,NA
2075,prefer not to answer,40,Attitude EnvyC,Aptitude,7,7,NA,NA,NA,5
2076,male,31,Aptitude Baseline,Aptitude,7,7,NA,NA,NA,NA
2077,female,51,Aptitude PityC,Attitude,7,6,NA,5,NA,NA
2078,female,46,Attitude EnvyAD,Aptitude,3,7,NA,NA,7,NA
2079,female,38,Attitude Baseline,Attitude,7,4,NA,NA,NA,NA
2080,male,33,Aptitude EnvyC,Aptitude,3,7,NA,NA,NA,5
2081,male,32,Aptitude PityAD,Aptitude,5,6,2,NA,NA,NA
2082,male,37,Attitude EnvyAD,Aptitude,4,6,NA,NA,3,NA
2083,male,48,Attitude PityAD,Attitude,5,5,5,NA,NA,NA
2084,female,37,Attitude PityAD,Attitude,3,3,5,NA,NA,NA
2085,male,19,Attitude PityAD,Attitude,6,5,6,NA,NA,NA
2086,male,30,Attitude PityAD,Attitude,7,1,7,NA,NA,NA
2087,male,47,Attitude PityAD,Aptitude,5,5,5,NA,NA,NA
2088,female,20,Attitude PityAD,Attitude,6,2,3,NA,NA,NA
2089,female,37,Attitude EnvyC,Aptitude,6,5,NA,NA,NA,2
2090,female,52,Attitude PityAD,Aptitude,7,4,6,NA,NA,NA
2091,male,68,Attitude PityAD,Aptitude,6,2,3,NA,NA,NA
2092,female,29,Attitude PityC,Aptitude,4,4,NA,4,NA,NA
2093,male,20,Attitude PityC,Attitude,6,6,NA,2,NA,NA
2094,female,27,Attitude PityC,Attitude,1,2,NA,3,NA,NA
2095,female,37,Attitude PityAD,Attitude,7,7,7,NA,NA,NA
2096,female,21,Attitude PityAD,Attitude,7,5,7,NA,NA,NA
2097,female,39,Attitude PityAD,Aptitude,4,5,3,NA,NA,NA
2098,male,26,Attitude PityC,Attitude,7,2,NA,2,NA,NA
2099,male,35,Attitude PityAD,Attitude,5,6,3,NA,NA,NA
2100,female,29,Attitude PityC,Attitude,6,5,NA,2,NA,NA
2101,male,21,Attitude PityAD,Attitude,7,3,3,NA,NA,NA
2102,male,23,Attitude PityAD,Attitude,6,3,4,NA,NA,NA
2103,male,26,Attitude EnvyAD,Attitude,5,7,NA,NA,5,NA
2104,female,NA,Attitude PityAD,Attitude,5,4,6,NA,NA,NA
2105,male,32,Attitude PityC,Aptitude,5,6,NA,3,NA,NA
2106,male,38,Attitude PityAD,Attitude,6,3,6,NA,NA,NA
2107,female,31,Attitude PityC,Aptitude,6,6,NA,4,NA,NA
2108,female,35,Attitude EnvyAD,Aptitude,5,7,NA,NA,3,NA
2109,male,20,Attitude PityAD,Attitude,7,5,3,NA,NA,NA
2110,female,42,Attitude EnvyAD,Aptitude,4,5,NA,NA,5,NA
2111,female,43,Attitude PityC,Aptitude,7,5,NA,1,NA,NA
2112,male,39,Attitude PityC,Attitude,7,6,NA,2,NA,NA
2113,female,55,Attitude EnvyAD,Aptitude,5,6,NA,NA,4,NA
2114,female,37,Attitude PityC,Attitude,5,5,NA,1,NA,NA
2115,female,19,Attitude PityAD,Attitude,7,5,5,NA,NA,NA
2116,female,27,Attitude PityAD,Aptitude,6,7,5,NA,NA,NA
2117,female,43,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
2118,male,27,Attitude PityC,Aptitude,7,6,NA,5,NA,NA
2119,female,30,Attitude PityAD,Aptitude,6,6,7,NA,NA,NA
2120,female,31,Attitude PityC,Attitude,7,6,NA,3,NA,NA
2121,male,28,Attitude PityAD,Aptitude,4,5,5,NA,NA,NA
2122,female,41,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
2123,male,26,Attitude EnvyAD,Aptitude,5,7,NA,NA,5,NA
2124,male,30,Attitude EnvyAD,Aptitude,4,6,NA,NA,2,NA
2125,male,57,Attitude PityAD,Attitude,5,7,3,NA,NA,NA
2126,female,51,Attitude PityC,Aptitude,6,7,NA,3,NA,NA
2127,male,26,Attitude EnvyAD,Attitude,7,5,NA,NA,2,NA
2128,female,36,Attitude PityAD,Attitude,7,2,2,NA,NA,NA
2129,male,34,Attitude Baseline,Attitude,7,5,NA,NA,NA,NA
2130,female,20,Attitude PityC,Aptitude,5,5,NA,2,NA,NA
2131,female,52,Attitude Baseline,Aptitude,5,5,NA,NA,NA,NA
2132,female,39,Attitude PityC,Aptitude,5,6,NA,1,NA,NA
2133,female,22,Attitude EnvyAD,Aptitude,7,6,NA,NA,7,NA
2134,male,23,Attitude PityAD,Aptitude,5,7,3,NA,NA,NA
2135,male,19,Attitude PityAD,Attitude,6,3,2,NA,NA,NA
2136,female,48,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
2137,female,32,Attitude EnvyAD,Aptitude,5,3,NA,NA,3,NA
2138,male,21,Attitude PityAD,Attitude,6,3,4,NA,NA,NA
2139,female,42,Attitude PityC,Attitude,5,6,NA,3,NA,NA
2140,female,31,Attitude Baseline,Aptitude,7,6,NA,NA,NA,NA
2141,female,23,Attitude Baseline,Aptitude,5,4,NA,NA,NA,NA
2142,female,24,Attitude PityAD,Attitude,6,5,4,NA,NA,NA
2143,female,41,Attitude EnvyAD,Attitude,6,3,NA,NA,3,NA
2144,male,31,Attitude EnvyAD,Attitude,6,3,NA,NA,3,NA
2145,female,26,Attitude PityC,Attitude,7,3,NA,4,NA,NA
2146,male,30,Attitude PityAD,Aptitude,6,5,6,NA,NA,NA
2147,male,32,Attitude Baseline,Attitude,6,6,NA,NA,NA,NA
2148,female,32,Attitude PityC,Aptitude,5,7,NA,2,NA,NA
2149,female,25,Attitude PityAD,Attitude,6,3,3,NA,NA,NA
2150,male,22,Attitude Baseline,Aptitude,5,4,NA,NA,NA,NA
2151,male,28,Attitude EnvyAD,Attitude,4,4,NA,NA,4,NA
2152,female,42,Attitude PityAD,Attitude,6,2,7,NA,NA,NA
2153,female,33,Attitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
2154,female,31,Attitude PityC,Aptitude,6,3,NA,1,NA,NA
2155,female,31,Attitude Baseline,Attitude,7,7,NA,NA,NA,NA
2156,female,50,Attitude Baseline,Attitude,7,4,NA,NA,NA,NA
2157,male,26,Attitude EnvyAD,Attitude,5,6,NA,NA,5,NA
2158,male,38,Attitude PityAD,Attitude,7,2,6,NA,NA,NA
2159,other,21,Attitude PityAD,Attitude,5,3,7,NA,NA,NA
2160,male,36,Attitude PityC,Attitude,6,5,NA,2,NA,NA
2161,female,27,Attitude Baseline,Attitude,7,4,NA,NA,NA,NA
2162,female,22,Attitude EnvyAD,Aptitude,5,5,NA,NA,3,NA
2163,male,40,Attitude PityC,Attitude,6,4,NA,3,NA,NA
2164,female,48,Attitude EnvyAD,Attitude,6,5,NA,NA,4,NA
2165,female,35,Attitude PityC,Attitude,7,5,NA,3,NA,NA
2166,female,28,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
2167,female,33,Attitude PityAD,Aptitude,4,6,2,NA,NA,NA
2168,female,30,Attitude PityAD,Attitude,6,5,5,NA,NA,NA
2169,male,29,Attitude EnvyAD,Aptitude,4,6,NA,NA,6,NA
2170,female,32,Attitude PityC,Aptitude,6,5,NA,7,NA,NA
2171,male,24,Attitude Baseline,Attitude,6,6,NA,NA,NA,NA
2172,male,19,Attitude Baseline,Aptitude,6,5,NA,NA,NA,NA
2173,female,34,Attitude PityAD,Attitude,6,3,4,NA,NA,NA
2174,female,30,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
2175,female,30,Attitude EnvyAD,Attitude,7,5,NA,NA,2,NA
2176,female,46,Attitude PityAD,Aptitude,6,5,4,NA,NA,NA
2177,male,67,Attitude PityC,Attitude,7,7,NA,5,NA,NA
2178,female,44,Attitude EnvyC,Attitude,6,4,NA,NA,NA,2
2179,female,31,Attitude EnvyAD,Attitude,6,5,NA,NA,3,NA
2180,male,49,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
2181,male,33,Attitude PityC,Aptitude,5,6,NA,2,NA,NA
2182,male,42,Attitude EnvyAD,Attitude,6,2,NA,NA,1,NA
2183,female,23,Attitude EnvyC,Attitude,6,5,NA,NA,NA,2
2184,male,44,Attitude PityAD,Attitude,7,3,3,NA,NA,NA
2185,male,40,Attitude Baseline,Aptitude,3,7,NA,NA,NA,NA
2186,male,28,Attitude EnvyC,Aptitude,3,6,NA,NA,NA,4
2187,male,28,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
2188,male,34,Attitude PityC,Attitude,6,5,NA,6,NA,NA
2189,female,50,Attitude Baseline,Attitude,7,6,NA,NA,NA,NA
2190,male,43,Attitude PityAD,Aptitude,5,6,4,NA,NA,NA
2191,male,24,Attitude PityAD,Aptitude,7,6,3,NA,NA,NA
2192,male,24,Attitude PityC,Attitude,6,4,NA,5,NA,NA
2193,male,30,Attitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
2194,male,39,Attitude Baseline,Aptitude,6,5,NA,NA,NA,NA
2195,male,34,Attitude EnvyC,Attitude,4,5,NA,NA,NA,3
2196,female,23,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
2197,male,35,Attitude PityC,Aptitude,5,7,NA,1,NA,NA
2198,male,51,Attitude PityAD,Attitude,6,5,7,NA,NA,NA
2199,male,27,Attitude PityAD,Aptitude,5,3,6,NA,NA,NA
2200,female,23,Attitude Baseline,Aptitude,6,6,NA,NA,NA,NA
2201,female,24,Attitude EnvyC,Aptitude,4,5,NA,NA,NA,2
2202,male,27,Attitude EnvyC,Aptitude,5,7,NA,NA,NA,5
2203,male,44,Attitude PityC,Aptitude,5,3,NA,5,NA,NA
2204,female,42,Attitude EnvyAD,Attitude,7,3,NA,NA,3,NA
2205,male,34,Attitude PityAD,Aptitude,5,6,3,NA,NA,NA
2206,male,45,Attitude EnvyC,Attitude,5,7,NA,NA,NA,2
2207,female,18,Attitude Baseline,Attitude,6,5,NA,NA,NA,NA
2208,male,25,Attitude EnvyAD,Aptitude,6,7,NA,NA,5,NA
2209,male,34,Attitude Baseline,Attitude,7,4,NA,NA,NA,NA
2210,male,21,Attitude PityC,Attitude,7,5,NA,1,NA,NA
2211,female,40,Attitude PityC,Aptitude,6,7,NA,3,NA,NA
2212,female,24,Attitude EnvyC,Attitude,5,5,NA,NA,NA,1
2213,male,32,Attitude PityAD,Aptitude,4,5,6,NA,NA,NA
2214,female,53,Attitude EnvyAD,Aptitude,4,7,NA,NA,6,NA
2215,female,33,Attitude EnvyAD,Attitude,6,4,NA,NA,2,NA
2216,female,39,Attitude Baseline,Attitude,6,5,NA,NA,NA,NA
2217,male,21,Attitude PityC,Attitude,5,7,NA,2,NA,NA
2218,female,32,Attitude EnvyC,Aptitude,7,3,NA,NA,NA,1
2219,female,58,Attitude PityAD,Aptitude,3,7,1,NA,NA,NA
2220,female,23,Aptitude EnvyC,Attitude,6,6,NA,NA,NA,2
2221,female,23,Attitude EnvyC,Aptitude,6,5,NA,NA,NA,5
2222,female,26,Attitude EnvyAD,Aptitude,4,7,NA,NA,7,NA
2223,male,33,Attitude PityC,Aptitude,3,6,NA,2,NA,NA
2224,male,27,Aptitude EnvyC,Aptitude,5,7,NA,NA,NA,4
2225,female,37,Attitude PityAD,Aptitude,7,5,3,NA,NA,NA
2226,female,25,Attitude Baseline,Aptitude,6,7,NA,NA,NA,NA
2227,female,57,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,2
2228,male,30,Attitude EnvyC,Attitude,7,6,NA,NA,NA,2
2229,female,50,Aptitude EnvyAD,Aptitude,6,6,NA,NA,6,NA
2230,male,24,Attitude Baseline,Attitude,6,5,NA,NA,NA,NA
2231,female,45,Attitude EnvyAD,Aptitude,3,7,NA,NA,5,NA
2232,female,41,Attitude PityC,Attitude,6,1,NA,1,NA,NA
2233,male,30,Attitude PityAD,Attitude,6,6,7,NA,NA,NA
2234,male,30,Attitude PityC,Attitude,6,3,NA,3,NA,NA
2235,female,23,Attitude EnvyC,Attitude,7,5,NA,NA,NA,1
2236,female,24,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
2237,female,51,Aptitude EnvyC,Aptitude,3,7,NA,NA,NA,5
2238,female,35,Aptitude EnvyAD,Aptitude,7,5,NA,NA,3,NA
2239,female,25,Attitude EnvyAD,Aptitude,5,6,NA,NA,3,NA
2240,female,28,Attitude PityAD,Attitude,5,5,6,NA,NA,NA
2241,male,32,Aptitude Baseline,Aptitude,7,4,NA,NA,NA,NA
2242,female,28,Aptitude EnvyAD,Aptitude,7,4,NA,NA,5,NA
2243,male,58,Attitude EnvyC,Attitude,3,5,NA,NA,NA,3
2244,female,37,Aptitude EnvyC,Aptitude,4,6,NA,NA,NA,5
2245,male,18,Aptitude Baseline,Aptitude,3,7,NA,NA,NA,NA
